scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol,catalog_source
Cheirodendron helleri,Cheirodendron trigynum ssp. helleri; Cheirodendron helleri var. sodalium; Cheirodendron helleri var. microcarpum; Cheirodendron helleri var. multiflorum,olapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),,,,,,,,CHTRH3,USDA PLANTS (public domain)
Cheirodendron trigynum var. rockii,Cheirodendron trigynum ssp. trigynum; Cheirodendron trigynum var. degeneri; Cheirodendron trigynum var. oblongum; Cheirodendron trigynum var. fosbergii; Cheirodendron trigynum var. halawanum; Cheirodendron trigynum var. ilicoides; Cheirodendron trigynum var. mauiensis; Cheirodendron trigynum var. acuminatum; Cheirodendron trigynum var. molokaiense; Cheirodendron trigynum var. osteostigma; Cheirodendron trigynum var. subcordatum; Cheirodendron trigynum var. hillebrandii; Cheirodendron trigynum var. skottsbergii; Cheirodendron trigynum var. confertiflorum,olapalapa,Araliaceae,Cheirodendron,Tree,Perennial,HI(N),,,,,,,,CHTRT,USDA PLANTS (public domain)
Chenopodium pekeloi,Chenopodium oahuense; Chenopodium oahuense var. discospermum,alaweo,Chenopodiaceae,Chenopodium,"Tree, Shrub",Perennial,HI(N),,,,,,,,CHOA,USDA PLANTS (public domain)
Chilopsis linearis,,desert willow,Bignoniaceae,Chilopsis,"Tree, Shrub",Perennial,L48(N),25,No,Purple,Late Spring,High,Intermediate,Short,CHLI2,USDA PLANTS (public domain)
Chilopsis linearis ssp. arcuata,Chilopsis linearis var. arcuata,desert willow,Bignoniaceae,Chilopsis,"Tree, Shrub",Perennial,L48(N),,,,,,,,CHLIA,USDA PLANTS (public domain)
Chilopsis linearis ssp. linearis,Chilopsis linearis var. glutinosa; Chilopsis linearis var. originaria; Bignonia linearis,desert willow,Bignoniaceae,Chilopsis,"Tree, Shrub",Perennial,L48(N),,,,,,,,CHLIL2,USDA PLANTS (public domain)
Chimaphila maculata,Chimaphila maculata var. dasystemma,striped prince's pine,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)CAN(N),,,,,,,,CHMA3,USDA PLANTS (public domain)
Chimaphila menziesii,,little prince's pine,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)CAN(N),,,,,,,,CHME,USDA PLANTS (public domain)
Chimaphila umbellata,,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)AK(N)CAN(N),1.5,Yes,White,Late Spring,Medium,Tolerant,Long,CHUM,USDA PLANTS (public domain)
Chimaphila umbellata ssp. acuta,Chimaphila umbellata var. acuta,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N),,,,,,,,CHUMA,USDA PLANTS (public domain)
Chimaphila corymbosa,Chimaphila umbellata ssp. cisatlantica; Chimaphila umbellata var. cisatlantica,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N),,,,,,,,CHUMC2,USDA PLANTS (public domain)
Chimaphila occidentalis,Chimaphila umbellata ssp. occidentalis; Chimaphila umbellata var. occidentalis,pipsissewa,Pyrolaceae,Chimaphila,Subshrub,Perennial,L48(N)AK(N),,,,,,,,CHUMO2,USDA PLANTS (public domain)
Chiococca alba,Chiococca racemosa; Lonicera alba,West Indian milkberry,Rubiaceae,Chiococca,"Vine, Tree, Shrub",Perennial,L48(N)PR(N)VI(N),,,,,,,,CHAL8,USDA PLANTS (public domain)
Chiococca pinetorum,Chiococca parvifolia,pineland milkberry,Rubiaceae,Chiococca,"Vine, Shrub",Perennial,L48(N)PR(N),,,,,,,,CHPA17,USDA PLANTS (public domain)
Chionanthus axilliflorus,Mayepea axilliflora; Linociera axilliflora,hueso,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,PR(N),,,,,,,,CHAX2,USDA PLANTS (public domain)
Chionanthus compactus,Chionanthus caribaeus; Mayepea caribaea; Linociera caribaea,bridgotree,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,CHCO12,USDA PLANTS (public domain)
Chionanthus domingensis,Mayepea domingensis; Linociera domingensis,white rosewood,Oleaceae,Chionanthus,"Shrub, Tree",Perennial,PR(N),,,,,,,,CHDO4,USDA PLANTS (public domain)
Chionanthus holdridgei,Linociera holdridgei,hueso prieto,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,PR(N),,,,,,,,CHHO4,USDA PLANTS (public domain)
Chionanthus ligustrinus,Linociera ligustrina,cabra blanca,Oleaceae,Chionanthus,"Shrub, Tree",Perennial,PR(N),,,,,,,,CHLI6,USDA PLANTS (public domain)
Chionanthus pygmaeus,,pygmy fringetree,Oleaceae,Chionanthus,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,CHPY2,USDA PLANTS (public domain)
Chionanthus sessiliflorus,,sessileflower fringetree,Oleaceae,Chionanthus,Shrub,Perennial,L48(N),,,,,,,,CHSE18,USDA PLANTS (public domain)
Chionanthus virginicus,Chionanthus virginicus var. maritimus,white fringetree,Oleaceae,Chionanthus,"Tree, Shrub",Perennial,L48(N),25,No,White,Mid Spring,Medium,Tolerant,Short,CHVI3,USDA PLANTS (public domain)
Chione seminervis,,puntaj jayuya,Rubiaceae,Chione,"Tree, Shrub",Perennial,PR(N),,,,,,,,CHSE5,USDA PLANTS (public domain)
Chione venosa,,fatpork,Rubiaceae,Chione,Tree,Perennial,PR(N)VI(N),,,,,,,,CHVE4,USDA PLANTS (public domain)
Chloracantha spinosa,Chloracantha spinosa var. spinosa; Aster spinosus; Erigeron ortegae; Leucosyris spinosa,spiny chloracantha,Asteraceae,Chloracantha,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),,,,,,,,CHSP11,USDA PLANTS (public domain)
Choisya dumosa,,Mexican orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),3.0,Yes,White,Late Spring,High,Intolerant,Long,CHDU,USDA PLANTS (public domain)
Choisya arizonica,Choisya dumosa var. arizonica,Arizonia orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),,,,,,,,CHDUA,USDA PLANTS (public domain)
Choisya dumosa var. dumosa,,Mexican orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),,,,,,,,CHDUD,USDA PLANTS (public domain)
Choisya mollis,Choisya dumosa var. mollis,Mexican orange,Rutaceae,Choisya,Shrub,Perennial,L48(N),,,,,,,,CHDUM,USDA PLANTS (public domain)
Chorisia insignis,Ceiba insignis,white silk floss tree,Bombacaceae,Chorisia,Tree,Perennial,,,,,,,,,CHIN22,USDA PLANTS (public domain)
Chorisia speciosa,Ceiba speciosa,silk-floss tree,Bombacaceae,Chorisia,Tree,Perennial,PR(I),,,,,,,,CHSP13,USDA PLANTS (public domain)
Chromolaena borinquensis,Osmia borinquensis; Eupatorium borinquense,limestone thoroughwort,Asteraceae,Chromolaena,Shrub,Perennial,PR(N),,,,,,,,CHBO3,USDA PLANTS (public domain)
Chromolaena corymbosa,Osmia corymbosa; Eupatorium corymbosum,Caribbean thoroughwort,Asteraceae,Chromolaena,"Subshrub, Shrub",Perennial,PR(N)VI(N),,,,,,,,CHCO9,USDA PLANTS (public domain)
Chromolaena frustrata,Osmia frustrata; Eupatorium frustratum,Cape Sable thoroughwort,Asteraceae,Chromolaena,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,CHFR4,USDA PLANTS (public domain)
Chromolaena geraniifolia,Osmia geraniifolia; Eupatorium geraniifolium,geraniumleaf thoroughwort,Asteraceae,Chromolaena,"Shrub, Subshrub",Perennial,PR(N),,,,,,,,CHGE,USDA PLANTS (public domain)
Chromolaena ivifolia,Osmia ivifolia; Eupatorium ivifolium,ivyleaf thoroughwort,Asteraceae,Chromolaena,"Forb/herb, Subshrub",Perennial,L48(N)PR(N),,,,,,,,CHIV,USDA PLANTS (public domain)
Chromolaena odorata,Osmia odorata; Eupatorium odoratum,Jack in the bush,Asteraceae,Chromolaena,Subshrub,Perennial,L48(N)PR(N)VI(N),,,,,,,,CHOD,USDA PLANTS (public domain)
Chromolaena oteroi,Eupatorium oteroi,Mona Island thoroughwort,Asteraceae,Chromolaena,"Shrub, Subshrub",Perennial,PR(N)VI(N),,,,,,,,CHOT,USDA PLANTS (public domain)
Chromolaena sinuata,Osmia sinuata; Eupatorium sinuatum,wavyleaf thoroughwort,Asteraceae,Chromolaena,"Subshrub, Shrub",Perennial,PR(N)VI(N),,,,,,,,CHSI,USDA PLANTS (public domain)
Chrysactinia mexicana,,damianita,Asteraceae,Chrysactinia,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,CHME3,USDA PLANTS (public domain)
Chrysanthemum morifolium,Chrysanthemum ×morifolium; Dendranthema morifolium; Dendranthema grandiflorum; Dendranthema ×grandiflorum,florist's daisy,Asteraceae,Chrysanthemum,"Shrub, Subshrub",Perennial,L48(I),,,,,,,,CHMO14,USDA PLANTS (public domain)
Chrysanthemum arcticum,,arctic daisy,Asteraceae,Chrysanthemum,"Forb/herb, Subshrub",Perennial,"L48(I,N)AK(N)CAN(N)",,,,,,,,CHAR13,USDA PLANTS (public domain)
Chrysanthemum arcticum ssp. arcticum,Arctanthemum arcticum; Dendranthema arcticum; Leucanthemum arcticum; Dendranthema arcticum ssp. arcticum,arctic daisy,Asteraceae,Chrysanthemum,"Subshrub, Forb/herb",Perennial,L48(I)AK(N)CAN(N),,,,,,,,CHARA,USDA PLANTS (public domain)
Chrysanthemum arcticum ssp. polare,Chrysanthemum arcticum var. polare; Dendranthema hultenii; Arctanthemum arcticum ssp. polare; Dendranthema arcticum ssp. polare,arctic daisy,Asteraceae,Chrysanthemum,Subshrub,Perennial,L48(N)AK(N)CAN(N),,,,,,,,CHARP3,USDA PLANTS (public domain)
Chrysobalanus icaco,Chrysobalanus interior; Chrysobalanus savannarum; Chrysobalanus pellocarpus; Chrysobalanus icaco var. pellocarpus,coco plum,Chrysobalanaceae,Chrysobalanus,"Tree, Subshrub, Shrub",Perennial,L48(N)PR(N)VI(N),,,,,,,,CHIC,USDA PLANTS (public domain)
Chrysolepis chrysophylla,,giant chinquapin,Fagaceae,Chrysolepis,"Shrub, Tree",Perennial,L48(N),,,,,,,,CHCH7,USDA PLANTS (public domain)
Chrysolepis chrysophylla var. chrysophylla,Castanopsis chrysophylla,giant chinquapin,Fagaceae,Chrysolepis,Tree,Perennial,L48(N),100,Yes,Yellow,Mid Spring,High,Tolerant,Long,CHCHC4,USDA PLANTS (public domain)
Chrysolepis chrysophylla var. minor,Castanopsis chrysophylla var. minor,giant chinquapin,Fagaceae,Chrysolepis,Shrub,Perennial,L48(N),,,,,,,,CHCHM,USDA PLANTS (public domain)
Chrysolepis sempervirens,Castanopsis sempervirens,bush chinquapin,Fagaceae,Chrysolepis,Shrub,Perennial,L48(N),7.0,Yes,Green,Mid Summer,Medium,Tolerant,Moderate,CHSE11,USDA PLANTS (public domain)
Chrysoma solidaginoides,Chrysoma pauciflosculosa; Solidago pauciflosculosa,woody goldenrod,Asteraceae,Chrysoma,"Shrub, Subshrub",Perennial,L48(N),,,,,,,,CHPA18,USDA PLANTS (public domain)
Chrysophyllum argenteum,Cynodendron argenteum,bastard redwood,Sapotaceae,Chrysophyllum,Tree,Perennial,PR(N)VI(N),15,Yes,Yellow,,,,,CHAR6,USDA PLANTS (public domain)
Chrysophyllum cainito,Chrysophyllum bicolor; Chrysophyllum eggersii; Cynodendron bicolor,star apple,Sapotaceae,Chrysophyllum,Tree,Perennial,L48(I)PR(N)VI(I),,,,,,,,CHCA10,USDA PLANTS (public domain)
Chrysophyllum oliviforme,Cynodendron oliviforme,satinleaf,Sapotaceae,Chrysophyllum,"Tree, Shrub",Perennial,L48(N)HI(I)PR(N),,,,,,,,CHOL,USDA PLANTS (public domain)
Chrysophyllum pauciflorum,Cynodendron pauciflorum,camito de perro,Sapotaceae,Chrysophyllum,"Tree, Shrub",Perennial,PR(N)VI(N),,,,,,,,CHPA31,USDA PLANTS (public domain)
Chrysothamnus albidus,Ericameria albida,whiteflower rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHAL9,USDA PLANTS (public domain)
Chrysothamnus baileyi,Chrysothamnus pulchellus ssp. baileyi; Chrysothamnus pulchellus var. baileyi; Ericameria pulchella ssp. baileyi,Bailey's rabbitbrush,Asteraceae,Chrysothamnus,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,CHBA11,USDA PLANTS (public domain)
Chrysothamnus depressus,Ericameria depressa,longflower rabbitbrush,Asteraceae,Chrysothamnus,Subshrub,Perennial,L48(N),,,,,,,,CHDE2,USDA PLANTS (public domain)
Chrysothamnus eremobius,Ericameria eremobia,pintwater rabbitbrush,Asteraceae,Chrysothamnus,Subshrub,Perennial,L48(N),,,,,,,,CHER3,USDA PLANTS (public domain)
Chrysothamnus gramineus,Ericameria graminea; Petradoria discoidea,Panamint rock goldenrod,Asteraceae,Chrysothamnus,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,CHGR13,USDA PLANTS (public domain)
Chrysothamnus greenei,Chrysothamnus greenei var. filifolius; Chrysothamnus greenei ssp. filifolius; Ericameria filifolia,Greene's rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHGR6,USDA PLANTS (public domain)
Chrysothamnus humilis,Chrysothamnus viscidiflorus var. humilis; Chrysothamnus viscidiflorus ssp. humilis; Ericameria humilis,Truckee rabbitbrush,Asteraceae,Chrysothamnus,Subshrub,Perennial,L48(N),,,,,,,,CHHU2,USDA PLANTS (public domain)
Chrysothamnus linifolius,Chrysothamnus viscidiflorus var. linifolius; Chrysothamnus viscidiflorus ssp. linifolius; Ericameria linifolia; Lorandersonia linifolia,spearleaf rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHLI3,USDA PLANTS (public domain)
Chrysothamnus molestus,Chrysothamnus viscidiflorus var. molestus; Ericameria molesta,Arizona rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHMO2,USDA PLANTS (public domain)
Chrysothamnus pulchellus,Chrysothamnus pulchellus ssp. elatior; Ericameria pulchella; Ericameria pulchella var. elatior,southwestern rabbitbrush,Asteraceae,Chrysothamnus,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,CHPU4,USDA PLANTS (public domain)
Chrysothamnus spathulatus,Chrysothamnus viscidiflorus var. ludens; Ericameria spathulata,Guadalupe rabbitbrush,Asteraceae,Chrysothamnus,"Shrub, Subshrub",Perennial,L48(N),,,,,,,,CHSP3,USDA PLANTS (public domain)
Chrysothamnus vaseyi,Bigelovia vaseyi; Ericameria vaseyi,Vasey's rabbitbrush,Asteraceae,Chrysothamnus,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,CHVA2,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus,,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N)CAN(N),3.0,No,Yellow,Spring,High,Intolerant,Short,CHVI8,USDA PLANTS (public domain)
Chrysothamnus axillaris,Chrysothamnus viscidiflorus ssp. axillaris; Ericameria viscidiflora ssp. axillaris,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHVIA4,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus var. elegans,Chrysothamnus viscidiflorus ssp. elegans; Chrysothamnus viscidiflorus ssp. lanceolatus; Chrysothamnus viscidiflorus var. lanceolatus; Ericameria viscidiflora ssp. lanceolata,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N)CAN(N),,,,,,,,CHVIL4,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus ssp. planifolius,Ericameria viscidiflora ssp. planifolia,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHVIP3,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus ssp. puberulus,Chrysothamnus viscidiflorus var. puberulus; Ericameria viscidiflora ssp. puberula,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHVIP4,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus ssp. viscidiflorus,,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHVIV2,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus ssp. latifolius,Chrysothamnus viscidiflorus ssp. viscidiflorus var. latifolius; Ericameria viscidiflora var. latifolia,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHVIL10,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus ssp. stenophyllus,Chrysothamnus viscidiflorus ssp. viscidiflorus var. stenophyllus; Ericameria viscidiflora var. stenophylla,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHVIS5,USDA PLANTS (public domain)
Chrysothamnus viscidiflorus ssp. pumilus,Chrysothamnus viscidiflorus var. pumilus; Chrysothamnus viscidiflorus ssp. typicus; Chrysothamnus viscidiflorus var. typicus; Chrysothamnus viscidiflorus ssp. viscidiflorus var. viscidiflorus; Ericameria viscidiflora,yellow rabbitbrush,Asteraceae,Chrysothamnus,Shrub,Perennial,L48(N),,,,,,,,CHVIV4,USDA PLANTS (public domain)
Chusquea abietifolia,,climbing bamboo,Poaceae,Chusquea,"Vine, Shrub, Graminoid",Perennial,PR(N),,,,,,,,CHAB,USDA PLANTS (public domain)
Cibotium ×heleniae,,manfern,Dicksoniaceae,Cibotium,Tree,Perennial,HI(N),,,,,,,,CIHE7,USDA PLANTS (public domain)
Cibotium chamissoi,Cibotium hawaiense; Cibotium splendens,Chamisso's manfern,Dicksoniaceae,Cibotium,Tree,Perennial,HI(N),10,Yes,Brown,Indeterminate,Low,Intermediate,Short,CICH,USDA PLANTS (public domain)
Cibotium glaucum,Cibotium st.-johnii,hapu'u,Dicksoniaceae,Cibotium,Tree,Perennial,HI(N),8.0,Yes,Brown,Indeterminate,Low,Intermediate,Short,CIGL,USDA PLANTS (public domain)
Cibotium menziesii,Dicksonia menziesii,hapu'u li,Dicksoniaceae,Cibotium,Tree,Perennial,HI(N),,,,,,,,CIME8,USDA PLANTS (public domain)
Cienfuegosia drummondii,,yellow flymallow,Malvaceae,Cienfuegosia,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,CIDR,USDA PLANTS (public domain)
Cienfuegosia heterophylla,,variableleaf flymallow,Malvaceae,Cienfuegosia,"Subshrub, Shrub",Perennial,VI(N),,,,,,,,CIHE2,USDA PLANTS (public domain)
Cienfuegosia yucatanensis,,Yucatan flymallow,Malvaceae,Cienfuegosia,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,CIYU,USDA PLANTS (public domain)
Cinchona pubescens,Cinchona succirubra,quinine,Rubiaceae,Cinchona,Tree,Perennial,L48(I)HI(I),,,,,,,,CIPU,USDA PLANTS (public domain)
Cinnamomum burmannii,,Padang cassia,Lauraceae,Cinnamomum,Tree,Perennial,HI(I),,,,,,,,CIBU2,USDA PLANTS (public domain)
Cinnamomum camphora,Laurus camphora; Camphora camphora,camphortree,Lauraceae,Cinnamomum,Tree,Perennial,L48(I)HI(I)PR(I)VI(I),,,,,,,,CICA,USDA PLANTS (public domain)
Cinnamomum carolinense,,Pohnpeian cinnamon,Lauraceae,Cinnamomum,Tree,Perennial,L48(I),,,,,,,,CICA2,USDA PLANTS (public domain)
Cinnamomum elongatum,Phoebe elongata,laurel avispillo,Lauraceae,Cinnamomum,Tree,Perennial,PR(N)VI(N),,,,,,,,CIEL2,USDA PLANTS (public domain)
Cinnamomum montanum,Phoebe montana,avispillo,Lauraceae,Cinnamomum,Tree,Perennial,PR(N),,,,,,,,CIMO3,USDA PLANTS (public domain)
Cinnamomum pedatinervium,,Fiji cinnamon,Lauraceae,Cinnamomum,Tree,Perennial,L48(N),,,,,,,,CIPE6,USDA PLANTS (public domain)
Cinnamomum verum,,cinnamon,Lauraceae,Cinnamomum,Tree,Perennial,L48(I)HI(I)PR(I)VI(I),,,,,,,,CIVE2,USDA PLANTS (public domain)
Cissampelos pareira,,velvetleaf,Menispermaceae,Cissampelos,"Vine, Shrub",Perennial,L48(N)PR(N)VI(N),,,,,,,,CIPA4,USDA PLANTS (public domain)
Cissus rotundifolia,,Venezuelan treebine,Vitaceae,Cissus,"Shrub, Vine",Perennial,HI(I),,,,,,,,CIRO3,USDA PLANTS (public domain)
Cissus sicyoides,Cissus verticillata,seasonvine,Vitaceae,Cissus,"Shrub, Vine",Perennial,L48(N)PR(N)VI(N),,,,,,,,CIVE3,USDA PLANTS (public domain)
Cistus incanus,,hairy rockrose,Cistaceae,Cistus,"Subshrub, Shrub",Perennial,L48(I),,,,,,,,CIIN80,USDA PLANTS (public domain)
Cistus incanus ssp. corsicus,Cistus villosus var. corsicus,hairy rockrose,Cistaceae,Cistus,"Shrub, Subshrub",Perennial,L48(I),,,,,,,,CIINC,USDA PLANTS (public domain)
Cistus creticus,Cistus incanus ssp. creticus,Cretan rockrose,Cistaceae,Cistus,"Subshrub, Shrub",Perennial,L48(I),,,,,,,,CIINC2,USDA PLANTS (public domain)
Cistus villosus,Cistus incanus ssp. incanus; Cistus villosus var. tauricus; Cistus villosus var. undulatus,hairy rockrose,Cistaceae,Cistus,"Shrub, Subshrub",Perennial,L48(I),,,,,,,,CIINI,USDA PLANTS (public domain)
Cistus ladanifer,Cistus ladaniferus,common gum cistus,Cistaceae,Cistus,"Subshrub, Shrub",Perennial,L48(I),,,,,,,,CILA10,USDA PLANTS (public domain)
Cistus monspeliensis,,Montpelier cistus,Cistaceae,Cistus,"Subshrub, Shrub",Perennial,L48(I),,,,,,,,CIMO7,USDA PLANTS (public domain)
Cistus salviifolius,,salvia cistus,Cistaceae,Cistus,"Subshrub, Shrub",Perennial,L48(I),,,,,,,,CISA,USDA PLANTS (public domain)
Citharexylum ×perkinsii,,fiddlewood,Verbenaceae,Citharexylum,Tree,Perennial,PR(N),,,,,,,,CIPE3,USDA PLANTS (public domain)
Citharexylum berlandieri,,Berlandier's fiddlewood,Verbenaceae,Citharexylum,"Tree, Shrub",Perennial,L48(N),,,,,,,,CIBE,USDA PLANTS (public domain)
Citharexylum spathulatum,Citharexylum brachyanthum,boxthorn fiddlewood,Verbenaceae,Citharexylum,Shrub,Perennial,L48(N),,,,,,,,CIBR3,USDA PLANTS (public domain)
Citharexylum caudatum,,juniper berry,Verbenaceae,Citharexylum,"Tree, Shrub",Perennial,HI(I)PR(N),,,,,,,,CICA8,USDA PLANTS (public domain)
Citharexylum spinosum,Citharexylum fruticosum; Citharexylum pentandrum; Citharexylum fruticosum var. smallii; Citharexylum fruticosum var. villosum; Citharexylum fruticosum var. fruticosum; Citharexylum fruticosum var. subvillosum,spiny fiddlewood,Verbenaceae,Citharexylum,"Shrub, Tree",Perennial,L48(N)HI(I)PR(N)VI(N),25,Yes,White,Summer,Medium,Intermediate,Short,CISP3,USDA PLANTS (public domain)
Citharexylum tristachyum,,threespike fiddlewood,Verbenaceae,Citharexylum,Shrub,Perennial,VI(N),,,,,,,,CITR7,USDA PLANTS (public domain)
Citrus mitis,Citrus madurensis; ×Citrofortunella mitis; ×Citrofortunella microcarpa,calamondin,Rutaceae,Citrofortunella,Tree,Perennial,L48(I),,,,,,,,CIMI4,USDA PLANTS (public domain)
×Citroncirus webberi,,citrange,Rutaceae,Citroncirus,Tree,Perennial,,,,,,,,,CIWE,USDA PLANTS (public domain)
Citrus aurantifolia,Citrus aurantiifolia; Citrus ×aurantiifolia; Limonia aurantifolia; Limonia aurantiifolia,key lime,Rutaceae,Citrus,"Shrub, Tree",Perennial,L48(I)PR(I)VI(I),,,,,,,,CIAU7,USDA PLANTS (public domain)
Citrus ×aurantium,,sour orange,Rutaceae,Citrus,"Tree, Shrub",Perennial,L48(I)PR(I)VI(I),,,,,,,,CIAU8,USDA PLANTS (public domain)
Citrus limon,Citrus ×limon,lemon,Rutaceae,Citrus,"Shrub, Tree",Perennial,L48(I)PR(I),,,,,,,,CILI5,USDA PLANTS (public domain)
Citrus limonum,Citrus taitensis; Citrus ×limonia,Mandarin lime,Rutaceae,Citrus,Tree,Perennial,L48(I)PR(I),,,,,,,,CILI3,USDA PLANTS (public domain)
Citrus ×paradisi,,grapefruit,Rutaceae,Citrus,"Tree, Shrub",Perennial,L48(I)PR(I),20,Yes,White,Spring,Medium,Intermediate,Moderate,CIPA3,USDA PLANTS (public domain)
Citrus sinensis,Citrus ×sinensis; Citrus aurantium var. sinensis,sweet orange,Rutaceae,Citrus,"Shrub, Tree",Perennial,L48(I)PR(I)VI(I),30,Yes,Green,Spring,Medium,Intermediate,Moderate,CISI3,USDA PLANTS (public domain)
Citrus hystrix,,,Rutaceae,Citrus,Tree,Perennial,,,,,,,,,CIHY2,USDA PLANTS (public domain)
